Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted,Round,Draft_Outcome,Player_Code,Game Played,Pass Att,Pass Comp,Pass Yard,Pass Int,Pass TD,Rush Att,Rush Yard,Rush TD,Rec,Rec Yards,Rec TD,Tackle Solo,Int Ret,Sack
111,2016,Connor Cook,QB,0.0,Michigan State,College Stats,76,217,4.79,33.0,0.0,113.0,7.21,4.28,Oakland Raiders ,4,drafted,1040259.0,17,397.0,232.0,2849.0,7.0,23.0,73.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2016,Jacoby Brissett,QB,12.0,North Carolina State,College Stats,76,231,4.94,31.0,0.0,113.0,7.17,4.53,New England Patriots ,3,drafted,1039437.0,10,74.0,41.0,455.0,4.0,3.0,20.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
130,2016,Brandon Allen,QB,0.0,Arkansas,College Stats,73,217,4.84,28.0,0.0,110.0,7.06,4.33,Jacksonville Jaguars ,6,drafted,1038596.0,16,307.0,149.0,1738.0,13.0,14.0,37.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2016,Vernon Adams,QB,0.0,Oregon,College Stats,71,200,4.83,29.5,0.0,114.0,6.82,4.2,0,8,undrafted,1042992.0,3,71.0,44.0,737.0,1.0,7.0,24.0,111.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2016,Trevone Boykin,QB,0.0,Texas Christian,College Stats,73,212,4.77,32.0,0.0,110.0,0.0,4.4,0,8,undrafted,1041739.0,24,468.0,272.0,3252.0,17.0,22.0,232.0,730.0,10.0,26.0,204.0,0.0,3.0,0.0,0.0
150,2016,Josh Woodrum,QB,0.0,Liberty,0,75,231,4.8,31.0,0.0,116.0,6.74,4.31,Rk,8,undrafted,1043326.0,2,25.0,15.0,198.0,0.0,1.0,6.0,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2017,Davis Webb,QB,0.0,California,College Stats,77,229,4.79,33.0,0.0,118.0,6.92,4.21,New York Giants ,3,drafted,1057665.0,10,361.0,226.0,2718.0,9.0,20.0,25.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2017,Seth Russell,QB,0.0,Baylor,College Stats,75,213,0.0,0.0,0.0,0.0,0.0,0.0,0,8,undrafted,1046442.0,7,43.0,26.0,427.0,3.0,3.0,24.0,147.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2017,Cooper Rush,QB,0.0,Central Michigan,College Stats,75,228,4.93,27.0,0.0,105.0,7.23,4.47,0,8,undrafted,1046766.0,11,312.0,177.0,2349.0,15.0,15.0,38.0,-84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2017,Nathan Peterman,QB,1.0,Pittsburgh,College Stats,74,226,4.82,31.0,0.0,110.0,7.14,4.31,Buffalo Bills ,5,drafted,1049490.0,3,23.0,10.0,45.0,2.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,2017,Sefo Liufau,QB,0.0,Colorado,College Stats,75,232,5.08,27.0,0.0,105.0,7.32,4.45,0,8,undrafted,1054876.0,8,251.0,149.0,1779.0,8.0,12.0,40.0,43.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0
73,2017,Mitch Leidner,QB,0.0,Minnesota,College Stats,75,226,4.93,34.5,0.0,123.0,6.96,4.25,0,8,undrafted,1048164.0,10,78.0,43.0,619.0,1.0,3.0,102.0,407.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2017,Trevor Knight,QB,0.0,Texas A&M,College Stats,73,219,4.54,35.5,0.0,125.0,7.04,4.14,0,8,undrafted,1048835.0,8,134.0,79.0,819.0,5.0,9.0,67.0,445.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2017,Joshua Dobbs,QB,0.0,Tennessee,College Stats,75,216,4.64,33.0,0.0,122.0,6.75,4.31,Pittsburgh Steelers ,4,drafted,1057515.0,5,121.0,72.0,695.0,6.0,2.0,38.0,189.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2017,C.J. Beathard,QB,4.0,Iowa,College Stats,74,219,0.0,31.0,0.0,113.0,0.0,0.0,San Francisco 49ers ,3,drafted,1047506.0,5,27.0,9.0,179.0,2.0,1.0,13.0,49.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
